Id,District
540019658002034,1
540019658002035,1
540019658002050,1
540019658002051,1
540019658002055,1
540019658004012,1
540019658004013,1
540019658004014,1
540019658004015,1
540019658004016,1
540019658004049,1
540019658004000,1
540019658004001,1
540019658004002,1
540019658004003,1
540019658004004,1
540019658004005,1
540019658004006,1
540019658004007,1
540019658004008,1
540019658004009,1
540019658004010,1
540019658004011,1
540019658004017,1
540019658004018,1
540019658004019,1
540019658004020,1
540019658004021,1
540019658004022,1
540019658004023,1
540019658004024,1
540019658004025,1
540019658004026,1
540019658004027,1
540019658004028,1
540019658004029,1
540019658004030,1
540019658004031,1
540019658004032,1
540019658004033,1
540019658004034,1
540019658004035,1
540019658004036,1
540019658004037,1
540019658004039,1
540019658004041,1
540019658004042,1
540019658004074,1
540019658004075,1
540019658004076,1
540019658004078,1
540019658004080,1
540019658004082,1
540019657003078,1
540019657003079,1
540019657003080,1
540019657003081,1
540019657003082,1
540019657003128,1
540019657003129,1
540019657003130,1
540019657003131,1
540019657003141,1
540019658001000,1
540019658001001,1
540019658001002,1
540019658001003,1
540019658001004,1
540019658001030,1
540019658001031,1
540019658001032,1
540019658001033,1
540019658001034,1
540019658001035,1
540019658001036,1
540019658001037,1
540019658001038,1
540019658001039,1
540019658001040,1
540019658001050,1
540019658001051,1
540019658001075,1
540019658003002,1
540019658003003,1
540019658003004,1
540019658003005,1
540019658003006,1
540019658003007,1
540019658003008,1
540019658003009,1
540019658003010,1
540019658003013,1
540019658003014,1
540019658003015,1
540019658003016,1
540019658003017,1
540019658003018,1
540019658003019,1
540019658003020,1
540019658003021,1
540019658003022,1
540019658003023,1
540019658003024,1
540019658003025,1
540019658003026,1
540019658003027,1
540019658003028,1
540019658003029,1
540019658003030,1
540019658003031,1
540019658003032,1
540019658003033,1
540019658003034,1
540019658003035,1
540019658003036,1
540019658003037,1
540019658003038,1
540019658003039,1
540019658003040,1
540019658003041,1
540019658003042,1
540019658003043,1
540019658003044,1
540019658003045,1
540019658003046,1
540019658003047,1
540019658003048,1
540019658003049,1
540019658003051,1
540019655004008,1
540019655004009,1
540019655004010,1
540019655004011,1
540019655004012,1
540019655004013,1
540019655004014,1
540019655004015,1
540019655004016,1
540019655004017,1
540019655004018,1
540019655004019,1
540019655004030,1
540019655004031,1
540019655004032,1
540019658001012,1
540019658001013,1
540019658001015,1
540019658001016,1
540019658001017,1
540019658001018,1
540019658001019,1
540019658001020,1
540019658001021,1
540019658001022,1
540019658001023,1
540019658001024,1
540019658001025,1
540019658001026,1
540019658001027,1
540019658001028,1
540019658001029,1
540019658001041,1
540019658001042,1
540019658001043,1
540019658001044,1
540019658001046,1
540019658001047,1
540019658001048,1
540019658001049,1
540019658001052,1
540019658001053,1
540019658001054,1
540019658001055,1
540019658001056,1
540019658001057,1
540019658001058,1
540019658001059,1
540019658001060,1
540019658001061,1
540019658001062,1
540019658001063,1
540019658001064,1
540019658001065,1
540019658001066,1
540019658001067,1
540019658001068,1
540019658001069,1
540019658001070,1
540019658001071,1
540019658001072,1
540019658001073,1
540019655004000,1
540019655004001,1
540019655004002,1
540019655004003,1
540019655004004,1
540019655004005,1
540019655004006,1
540019655004007,1
540019655004020,1
540019655004021,1
540019655004022,1
540019655004023,1
540019655004024,1
540019655004025,1
540019655004026,1
540019655004027,1
540019655004028,1
540019655004029,1
540019655004033,1
540019655004090,1
540019657003076,1
540019657003077,1
540019657003083,1
540019657003084,1
540019657003085,1
540019657003086,1
540019657003087,1
540019657003088,1
540019657003107,1
540019657003110,1
540019657003111,1
540019657003113,1
540019657003114,1
540019657003115,1
540019657003116,1
540019657003117,1
540019657003118,1
540019657003119,1
540019657003120,1
540019657003125,1
540019657003126,1
540019657003127,1
540019657003150,1
540019657004090,1
540019657004091,1
540019657004092,1
540019657004093,1
540019657004106,1
540019657004107,1
540019657004108,1
540019657004109,1
540019657004110,1
540019657004111,1
540019657004112,1
540019657004114,1
540019657004116,1
540019657004122,1
540019658001005,1
540019658001006,1
540019658001007,1
540019658001008,1
540019658001009,1
540019658001010,1
540019658001011,1
540019658001014,1
540019658001045,1
540019658001074,1
540019657002101,1
540019657002104,1
540019657002118,1
540019657002119,1
540019657002120,1
540019657002140,1
540019657002141,1
540019657002142,1
540019657003000,1
540019657003001,1
540019657003002,1
540019657003003,1
540019657003004,1
540019657003005,1
540019657003006,1
540019657003007,1
540019657003008,1
540019657003009,1
540019657003010,1
540019657003011,1
540019657003012,1
540019657003013,1
540019657003014,1
540019657003015,1
540019657003016,1
540019657003017,1
540019657003018,1
540019657003019,1
540019657003020,1
540019657003021,1
540019657003022,1
540019657003023,1
540019657003024,1
540019657003025,1
540019657003026,1
540019657003027,1
540019657003028,1
540019657003029,1
540019657003030,1
540019657003031,1
540019657003032,1
540019657003033,1
540019657003034,1
540019657003035,1
540019657003036,1
540019657003037,1
540019657003038,1
540019657003039,1
540019657003040,1
540019657003041,1
540019657003042,1
540019657003043,1
540019657003044,1
540019657003045,1
540019657003046,1
540019657003047,1
540019657003048,1
540019657003049,1
540019657003050,1
540019657003051,1
540019657003052,1
540019657003059,1
540019657003060,1
540019657003062,1
540019657003063,1
540019657003064,1
540019657003065,1
540019657003066,1
540019657003067,1
540019657003068,1
540019657003069,1
540019657003070,1
540019657003071,1
540019657003072,1
540019657003073,1
540019657003074,1
540019657003075,1
540019657003123,1
540019657003132,1
540019657003133,1
540019657003134,1
540019657003135,1
540019657003136,1
540019657003137,1
540019657003138,1
540019657003139,1
540019657003140,1
540019657003142,1
540019657003143,1
540019657003144,1
540019657003145,1
540019657003146,1
540019657003147,1
540019657003148,1
540019657003149,1
540019657003151,1
540019657003152,1
540019658003000,1
540019658003001,1
540019658003011,1
540019658003012,1
540019658003050,1
540019656002003,1
540019656002004,1
540019656002008,1
540019656002009,1
540019656002010,1
540019656002011,1
540019656002012,1
540019656002013,1
540019656002014,1
540019656002015,1
540019656002016,1
540019656002018,1
540019656002019,1
540019656002020,1
540019656002021,1
540019656002022,1
540019656002023,1
540019656002024,1
540019656002025,1
540019656002026,1
540019656002027,1
540019656002028,1
540019656002029,1
540019656002030,1
540019656002031,1
540019656002032,1
540019656002033,1
540019656002034,1
540019656002035,1
540019656002036,1
540019656002037,1
540019656002038,1
540019656002039,1
540019656002040,1
540019656002041,1
540019656002042,1
540019656002043,1
540019656002044,1
540019656003000,1
540019656003001,1
540019656003002,1
540019656003003,1
540019656003004,1
540019656003005,1
540019656003006,1
540019656003007,1
540019656003008,1
540019656003009,1
540019656003010,1
540019656003011,1
540019656003012,1
540019656003013,1
540019656003014,1
540019656003015,1
540019656003016,1
540019656003017,1
540019656003018,1
540019656003019,1
540019656003020,1
540019656003021,1
540019656003022,1
540019656003023,1
540019656003024,1
540019656003026,1
540019656003028,1
540019656003029,1
540019656003030,1
540019656003031,1
540019656003032,1
540019656003033,1
540019656003034,1
540019656003039,1
540019656003040,1
540019656003041,1
540019656003042,1
540019656003043,1
540019656003044,1
540019657001119,1
540019657001120,1
540019657001121,1
540019657001122,1
540019657001123,1
540019657001124,1
540019657001125,1
540019657001126,1
540019657001141,1
540019657001142,1
540019657001146,1
540019657003053,1
540019657003054,1
540019657003055,1
540019657003056,1
540019657003057,1
540019657003058,1
540019657003061,1
540019657003089,1
540019657003090,1
540019657003091,1
540019657003092,1
540019657003093,1
540019657003094,1
540019657003095,1
540019657003096,1
540019657003097,1
540019657003098,1
540019657003099,1
540019657003100,1
540019657003101,1
540019657003102,1
540019657003103,1
540019657003104,1
540019657003105,1
540019657003106,1
540019657003108,1
540019657003109,1
540019657003112,1
540019657003121,1
540019657003122,1
540019657003124,1
540019657004018,1
540019657004019,1
540019657004020,1
540019657004022,1
540019657004023,1
540019657004024,1
540019657004025,1
540019657004026,1
540019657004027,1
540019657004028,1
540019657004029,1
540019657004030,1
540019657004031,1
540019657004032,1
540019657004033,1
540019657004034,1
540019657004035,1
540019657004036,1
540019657004037,1
540019657004038,1
540019657004039,1
540019657004040,1
540019657004041,1
540019657004042,1
540019657004043,1
540019657004044,1
540019657004045,1
540019657004046,1
540019657004047,1
540019657004048,1
540019657004049,1
540019657004050,1
540019657004051,1
540019657004052,1
540019657004053,1
540019657004054,1
540019657004055,1
540019657004056,1
540019657004057,1
540019657004058,1
540019657004059,1
540019657004060,1
540019657004061,1
540019657004062,1
540019657004063,1
540019657004064,1
540019657004065,1
540019657004072,1
540019657004073,1
540019657004080,1
540019657004081,1
540019657004086,1
540019657004087,1
540019657004088,1
540019657004089,1
540019657004094,1
540019657004095,1
540019657004096,1
540019657004097,1
540019657004098,1
540019657004099,1
540019657004100,1
540019657004101,1
540019657004102,1
540019657004103,1
540019657004104,1
540019657004105,1
540019657004113,1
540019657004115,1
540019657004117,1
540019657004118,1
540019657004119,1
540019657004120,1
540019657004121,1
540019657004123,1
540019657004124,1
540019657004125,1
540019656003025,1
540019656003027,1
540019656003035,1
540019656003036,1
540019656003037,1
540019657004066,1
540019657004067,1
540019657004068,1
540019657004069,1
540019657004070,1
540019657004071,1
540019657004074,1
540019657004075,1
540019657004076,1
540019657004077,1
540019657004082,1
540019657004083,1
540019657004084,1
540019657004085,1
540019657004126,1
540019657004127,1
540039717002002,2
540039717002003,2
540039717002004,2
540039717002005,2
540039717002009,2
540039717002014,2
540039717004001,2
540039717004002,2
540039717004003,2
540039717004005,2
540039717004007,2
540039717004008,2
540039717004009,2
540039717004010,2
540039717004011,2
540039717004012,2
540039717004013,2
540039717004023,2
540039717004024,2
540039717004025,2
540039717004026,2
540039717004027,2
540039717004032,2
540039717004036,2
540039717004037,2
540039717004038,2
540039717004039,2
540039717004040,2
540039717004041,2
540039717004042,2
540039717004043,2
540039717004044,2
540039717004045,2
540039717005004,2
540039717005005,2
540039717005006,2
540039717005007,2
540039717005008,2
540039717005009,2
540039717005010,2
540039717005011,2
540039717005012,2
540039717005013,2
540039717005014,2
540039717005015,2
540039717005016,2
540039717005025,2
540039717006004,2
540039717006005,2
540039717006006,2
540039717006007,2
540039717006008,2
540039717006009,2
540039717006010,2
540039717006011,2
540039717006012,2
540039717006013,2
540039717006014,2
540039717006015,2
540039717006016,2
540039717006017,2
540039717006018,2
540039717006019,2
540039717006020,2
540039717006021,2
540039717006022,2
540039717006023,2
540039717006024,2
540039717006025,2
540039717006026,2
540039717006034,2
540039717007004,2
540039717007005,2
540039717007006,2
540039717007007,2
540039717007009,2
540039717007010,2
540039717007011,2
540039717007012,2
540039717007013,2
540039717007015,2
540039717007016,2
540039717007017,2
540039717007018,2
540039717007020,2
540039717007021,2
540039717007022,2
540039717007023,2
540039717007028,2
540039717007029,2
540039717007032,2
540039719002022,2
540039717003000,2
540039717003001,2
540039717003002,2
540039717003003,2
540039717003004,2
540039717003005,2
540039717003008,2
540039717003009,2
540039717003010,2
540039717003011,2
540039717003012,2
540039717003013,2
540039717003014,2
540039717003015,2
540039717003016,2
540039717003017,2
540039717003018,2
540039717003019,2
540039717003020,2
540039717003021,2
540039717003022,2
540039717003023,2
540039717004014,2
540039717004015,2
540039717004016,2
540039717004017,2
540039717004018,2
540039717004019,2
540039717004020,2
540039717004021,2
540039717004022,2
540039717004028,2
540039717004029,2
540039717004030,2
540039717004031,2
540039717004033,2
540039717004034,2
540039717004035,2
540039715003027,2
540039715003028,2
540039715003029,2
540039715003030,2
540039715004000,2
540039715004001,2
540039715004002,2
540039715004003,2
540039715004004,2
540039715004005,2
540039715004006,2
540039715004007,2
540039715004008,2
540039715004009,2
540039715004010,2
540039715004011,2
540039715004012,2
540039715004013,2
540039715004014,2
540039715004015,2
540039715004016,2
540039715004017,2
540039715004018,2
540039715004019,2
540039715004020,2
540039715004027,2
540039715004028,2
540039715004029,2
540039715004030,2
540039715004031,2
540039715004033,2
540039715004034,2
540039715004035,2
540039715004036,2
540039715004039,2
540039717001015,2
540039717001016,2
540039717001018,2
540039717001019,2
540039717001020,2
540039717001021,2
540039717005017,2
540039717005018,2
540039717005019,2
540039717005020,2
540039717005021,2
540039717005022,2
540039717005023,2
540039717005024,2
540039717006000,2
540039717006001,2
540039717006002,2
540039717006003,2
540039717006027,2
540039717006028,2
540039717006029,2
540039717006030,2
540039717006031,2
540039717006032,2
540039717006033,2
540039717007000,2
540039717007001,2
540039720001003,2
540039720001004,2
540039720001007,2
540039720001008,2
540039720001015,2
540039720001018,2
540039720001019,2
540039720001023,2
540039720001025,2
540039720001026,2
540039720001034,2
540039720001035,2
540039720001036,2
540039720001037,2
540039720001046,2
540039720001047,2
540039717001000,2
540039717001001,2
540039717001002,2
540039717001003,2
540039717001004,2
540039717001005,2
540039717001006,2
540039717001007,2
540039717001008,2
540039717001009,2
540039717001010,2
540039717001011,2
540039717001012,2
540039717001013,2
540039717001014,2
540039717001017,2
540039717002000,2
540039717002001,2
540039717002006,2
540039717002007,2
540039717002008,2
540039717002010,2
540039717002011,2
540039717002012,2
540039717002013,2
540039717005000,2
540039717005001,2
540039717005002,2
540039717005003,2
540039713003034,2
540039715003020,2
540039716001004,2
540039716001005,2
540039716001006,2
540039716001007,2
540039716001008,2
540039716001009,2
540039716001011,2
540039716001012,2
540039716001013,2
540039716001014,2
540039716001017,2
540039716001018,2
540039716001019,2
540039716001020,2
540039716001021,2
540039716001022,2
540039716001023,2
540039716001024,2
540039716001025,2
540039716001026,2
540039716001027,2
540039716001028,2
540039716001029,2
540039716001030,2
540039716001036,2
540039716001037,2
540039716001038,2
540039716001039,2
540039716001040,2
540039716001041,2
540039716001042,2
540039716001043,2
540039716001044,2
540039716001045,2
540039716001046,2
540039716001047,2
540039716001048,2
540039716001049,2
540039716005000,2
540039716005001,2
540039716005002,2
540039716005003,2
540039716005004,2
540039716005005,2
540039716005006,2
540039716005007,2
540039716005008,2
540039716005009,2
540039716005010,2
540039716005011,2
540039716005012,2
540039716005013,2
540039716005014,2
540039716001033,2
540039716001034,2
540039716001035,2
540039716003039,2
540039716003040,2
540039716003041,2
540039716004000,2
540039716004001,2
540039716004002,2
540039716004003,2
540039716004004,2
540039716004005,2
540039716004006,2
540039716004007,2
540039716004008,2
540039716004009,2
540039716004010,2
540039716004011,2
540039716004012,2
540039716004013,2
540039716004014,2
540039716004015,2
540039716004016,2
540039716004017,2
540039716004018,2
540039716003003,2
540039716003004,2
540039716003005,2
540039716003006,2
540039716003007,2
540039716003008,2
540039716003011,2
540039716003012,2
540039716003013,2
540039716003014,2
540039716003015,2
540039716003016,2
540039716003017,2
540039716003018,2
540039716003019,2
540039716003020,2
540039716003021,2
540039716003022,2
540039716003023,2
540039716003024,2
540039716003025,2
540039716003026,2
540039716003027,2
540039716003028,2
540039716003029,2
540039716003030,2
540039716003031,2
540039716003032,2
540039716003033,2
540039716003034,2
540039716003035,2
540039716003036,2
540039716003037,2
540039716003038,2
540039716003042,2
540039716003043,2
540039717003006,2
540039717003007,2
540059583001000,3
540059583001001,3
540059583001002,3
540059583001003,3
540059583001004,3
540059583001005,3
540059583001006,3
540059583001007,3
540059583001008,3
540059583001009,3
540059583001010,3
540059583001025,3
540059583001026,3
540059583001027,3
540059583001028,3
540059583001029,3
540059583001030,3
540059583001031,3
540059583001032,3
540059583001036,3
540059583001037,3
540059583004067,3
540059583004068,3
540059583004077,3
540059583004078,3
540059583004079,3
540059583004080,3
540059583004081,3
540059583004096,3
540059583004097,3
540059583004098,3
540059583004099,3
540059583004100,3
540059583004101,3
540059583004102,3
540059583004128,3
540059588002034,3
540059588002035,3
540059588002036,3
540059588002037,3
540059588002041,3
540059588002042,3
540059588002043,3
540059588002044,3
540059588002072,3
540059583002002,3
540059583002003,3
540059583002004,3
540059583002005,3
540059583002006,3
540059583002007,3
540059583002008,3
540059583002009,3
540059583002010,3
540059583002011,3
540059583002012,3
540059583002013,3
540059583002014,3
540059583002015,3
540059583002016,3
540059583002047,3
540059583002048,3
540059588001061,3
540059588001062,3
540059588001121,3
540059588001122,3
540059588001123,3
540059588001124,3
540059588001223,3
540059588001224,3
540059588001225,3
540059588001226,3
540059588001237,3
540059588001238,3
540059588002050,3
540059588002051,3
540059588002052,3
540059588002053,3
540059588002054,3
540059588002055,3
540059588002060,3
540059588002061,3
540059588002062,3
540059588002063,3
540059588002064,3
540059588002065,3
540059588002066,3
540059588002067,3
540059588002068,3
540059588002069,3
540059588002076,3
540059588002077,3
540059588002078,3
540059588002079,3
540059588002080,3
540059588002081,3
540059588002082,3
540059588002083,3
540059588002084,3
540059588002085,3
540059588002086,3
540059588002087,3
540059588002088,3
540059588002089,3
540059588002090,3
540059588002091,3
540059588002092,3
540059588002093,3
540059588002094,3
540059583001011,3
540059583001012,3
540059583001013,3
540059583001014,3
540059583001015,3
540059583001016,3
540059583001017,3
540059583001018,3
540059583001019,3
540059583001020,3
540059583001021,3
540059583001022,3
540059583001023,3
540059583001024,3
540059583001033,3
540059583001034,3
540059583001035,3
540059583002017,3
540059583002018,3
540059583002019,3
540059583002020,3
540059583002021,3
540059583002022,3
540059583002023,3
540059583002024,3
540059583002025,3
540059583002026,3
540059583002027,3
540059583002028,3
540059583002029,3
540059583002030,3
540059583002031,3
540059583002032,3
540059583002033,3
540059588002070,3
540059588002071,3
540059583002000,3
540059583002001,3
540059583002034,3
540059583002035,3
540059583002036,3
540059583002037,3
540059583002038,3
540059583002039,3
540059583002040,3
540059583002041,3
540059583002046,3
540059583002049,3
540059583002050,3
540059583002051,3
540059583002052,3
540059583002053,3
540059583002054,3
540059583002055,3
540059583003000,3
540059583003001,3
540059583003002,3
540059583003003,3
540059583003004,3
540059583003005,3
540059583003006,3
540059583003007,3
540059583003008,3
540059583003009,3
540059583003013,3
540059588001127,3
540059588001128,3
540059588001129,3
540059588001130,3
540059588001131,3
540059588001132,3
540059588001174,3
540059588001175,3
540059588001176,3
540059588001177,3
540059588001178,3
540059588001179,3
540059583003010,3
540059583003011,3
540059583003012,3
540059583003024,3
540059583003025,3
540059583003026,3
540059583003027,3
540059583003028,3
540059583003029,3
540059583003030,3
540059583003031,3
540059583003032,3
540059583003033,3
540059583003034,3
540059583003035,3
540059587001172,3
540059587001173,3
540059587001174,3
540059587001175,3
540059587001176,3
540059587001178,3
540059587001179,3
540059587001180,3
540059587001181,3
540059587001182,3
540059587001183,3
540059587001184,3
540059587001185,3
540059587001186,3
540059587001188,3
540059587001189,3
540059587001190,3
540059587001191,3
540059587001192,3
540059587001193,3
540059587001194,3
540059587001195,3
540059587001196,3
540059587001197,3
540059587001198,3
540059587001199,3
540059587001200,3
540059587001201,3
540059587001229,3
540059587001231,3
540059587001254,3
540059587001285,3
540059587001302,3
540059588001180,3
540059588001181,3
540059588001182,3
540059588001183,3
540059588001184,3
540059588001185,3
540059588001186,3
540059588001187,3
540059588001188,3
540059588001189,3
540059588001190,3
540059588001191,3
540059588001192,3
540059588001194,3
540059588001195,3
540059588001196,3
540059588001197,3
540059588001198,3
540059588001199,3
540059588001200,3
540059588001201,3
540059588001202,3
540059588001203,3
540059588001204,3
540059588001205,3
540059588001209,3
540059588001210,3
540059588001211,3
540059588001212,3
540059588001213,3
540059588001214,3
540059588001222,3
540059588001231,3
540059588001232,3
540059588001233,3
540059588001234,3
540059584001101,3
540059584001102,3
540059584001103,3
540059584001104,3
540059584001105,3
540059584001106,3
540059584001107,3
540059584001108,3
540059584001109,3
540059584001110,3
540059584001111,3
540059584001112,3
540059584001113,3
540059584001114,3
540059584001115,3
540059584001116,3
540059584001117,3
540059584001118,3
540059584001119,3
540059584001130,3
540059584001131,3
540059584001132,3
540059584001133,3
540059584001134,3
540059584001135,3
540059584001136,3
540059584001137,3
540059584001138,3
540059584001139,3
540059584001140,3
540059584001141,3
540059584001142,3
540059584001143,3
540059584001147,3
540059588001029,3
540059588001030,3
540059588001031,3
540059588001032,3
540059588001033,3
540059588001040,3
540059588001041,3
540059588001042,3
540059588001043,3
540059588001044,3
540059588001045,3
540059588001046,3
540059588001047,3
540059588001048,3
540059588001049,3
540059588001050,3
540059588001051,3
540059588001052,3
540059588001053,3
540059588001054,3
540059588001059,3
540059588001060,3
540059588001063,3
540059588001220,3
540059588001221,3
540059588001227,3
540059588001236,3
540059588001239,3
540059588001240,3
540059588002000,3
540059588002001,3
540059588002002,3
540059588002003,3
540059588002004,3
540059588002005,3
540059588002006,3
540059588002007,3
540059588002008,3
540059588002009,3
540059588002010,3
540059588002011,3
540059588002012,3
540059588002013,3
540059588002014,3
540059588002015,3
540059588002016,3
540059588002017,3
540059588002018,3
540059588002019,3
540059588002020,3
540059588002021,3
540059588002022,3
540059588002023,3
540059588002024,3
540059588002025,3
540059588002026,3
540059588002027,3
540059588002028,3
540059588002029,3
540059588002030,3
540059588002031,3
540059588002032,3
540059588002033,3
540059588002038,3
540059588002039,3
540059588002040,3
540059588002045,3
540059588002046,3
540059588002047,3
540059588002048,3
540059588002049,3
540059588002056,3
540059588002057,3
540059588002058,3
540059588002059,3
540059588002073,3
540059588002074,3
540059588002075,3
540059588002095,3
540059583002042,3
540059583002043,3
540059583002044,3
540059583002045,3
540059583003014,3
540059583003015,3
540059583003016,3
540059583003017,3
540059583003018,3
540059583003019,3
540059583003020,3
540059583003021,3
540059583003022,3
540059583003023,3
540059583003036,3
540059583003037,3
540059583003038,3
540059583003039,3
540079680001104,2
540079680001105,2
540079680002101,2
540079680002102,2
540079680002103,2
540079680002104,2
540079680002105,2
540079680002106,2
540079680002107,2
540079680002108,2
540079680002111,2
540079680002114,2
540079680002116,2
540079680002118,2
540079680002119,2
540079680002120,2
540079680002121,2
540079680002122,2
540079680002123,2
540079680002124,2
540079680002125,2
540079680002126,2
540079680002127,2
540079680002128,2
540079680002129,2
540079680002130,2
540079680002134,2
540079680002136,2
540079680002137,2
540079680002138,2
540079680002139,2
540079680002140,2
540079680002141,2
540079680002142,2
540079680002143,2
540079680002144,2
540079680002145,2
540079680002146,2
540079680002147,2
540079680002148,2
540079680002175,2
540079680002176,2
540079680002177,2
540079680002178,2
540079680002179,2
540079680002180,2
540079680002181,2
540079680002183,2
540079680002187,2
540079680002188,2
540079680002189,2
540079680002195,2
540079680002208,2
540079680002211,2
540079681003068,2
540079681003069,2
540079681003070,2
540079681003072,2
540079681003127,2
540079681003129,2
540079681003130,2
540079681005000,2
540079681005001,2
540079681005002,2
540079681005003,2
540079681005004,2
540079681005005,2
540079681005006,2
540079681005007,2
540079681005008,2
540079681005009,2
540079681005106,2
540079681005107,2
540079681005108,2
540079681005140,2
540079681005142,2
540079681005143,2
540079681005144,2
540079681005145,2
540079681005146,2
540079681005147,2
540079681005148,2
540079681005149,2
540079681005166,2
540079681005167,2
540079681005172,2
540079681005178,2
540079681005179,2
540079681005180,2
540079681005181,2
540079681005182,2
540079681005183,2
540079681005185,2
540079681005191,2
540079681005192,2
540079681005193,2
540079681003088,2
540079681003135,2
540079681005054,2
540079681005062,2
540079681005063,2
540079681005064,2
540079681005065,2
540079681005066,2
540079681005067,2
540079681005068,2
540079681005069,2
540079681005070,2
540079681005080,2
540079681005081,2
540079681005082,2
540079681005084,2
540079681005085,2
540079681005086,2
540079681005087,2
540079681005088,2
540079681005089,2
540079681005090,2
540079681005091,2
540079681005092,2
540079681005095,2
540079681005096,2
540079681005097,2
540079681005098,2
540079681005099,2
540079681005100,2
540079681005101,2
540079681005102,2
540079681005103,2
540079681005104,2
540079681005105,2
540079681005109,2
540079681005110,2
540079681005111,2
540079681005112,2
540079681005113,2
540079681005114,2
540079681005115,2
540079681005116,2
540079681005117,2
540079681005118,2
540079681005119,2
540079681005120,2
540079681005121,2
540079681005122,2
540079681005123,2
540079681005124,2
540079681005125,2
540079681005126,2
540079681005127,2
540079681005128,2
540079681005129,2
540079681005130,2
540079681005131,2
540079681005132,2
540079681005133,2
540079681005134,2
540079681005135,2
540079681005136,2
540079681005137,2
540079681005138,2
540079681005139,2
540079681005141,2
540079681005150,2
540079681005151,2
540079681005152,2
540079681005153,2
540079681005154,2
540079681005155,2
540079681005156,2
540079681005157,2
540079681005158,2
540079681005159,2
540079681005160,2
540079681005161,2
540079681005162,2
540079681005163,2
540079681005164,2
540079681005165,2
540079681005170,2
540079681005171,2
540079681005173,2
540079681005174,2
540079681005175,2
540079681005176,2
540079681005177,2
540079681005184,2
540079681005186,2
540079681005187,2
540079681005188,2
540079681005189,2
540079681005190,2
540079680002033,2
540079680002034,2
540079680002070,2
540079680002071,2
540079680002072,2
540079680002073,2
540079680002074,2
540079680002190,2
540079680002191,2
540079680002192,2
540079680002196,2
540079680002197,2
540079680002198,2
540079680002199,2
540079680002203,2
540079680002204,2
540079680002205,2
540079680002206,2
540079681005014,2
540079681005015,2
540079681005018,2
540079681005019,2
540079681005020,2
540079681005021,2
540079681005023,2
540079681005025,2
540079681005026,2
540079681005027,2
540079681005028,2
540079681005029,2
540079681005030,2
540079681005031,2
540079681005032,2
540079681005033,2
540079681005034,2
540079681005035,2
540079681005036,2
540079681005037,2
540079681005038,2
540079681005039,2
540079681005040,2
540079681005041,2
540079681005042,2
540079681005043,2
540079681005044,2
540079681005045,2
540079681005046,2
540079681005047,2
540079681005048,2
540079681005049,2
540079681005050,2
540079681005051,2
540079681005052,2
540079681005053,2
540079681005055,2
540079681005056,2
540079681005057,2
540079681005058,2
540079681005059,2
540079681005060,2
540079681005061,2
540079681005073,2
540079681005083,2
540079681005094,2
540079680001064,2
540079680001069,2
540079680001071,2
540079680001074,2
540079680001083,2
540079680001084,2
540079680001085,2
540079680001086,2
540079680001087,2
540079680001088,2
540079680001089,2
540079680001090,2
540079680001091,2
540079680001096,2
